age,gender,height_cm,weight_kg,target_weight_kg,goal,activity_level,dietary_preference,sleep_hours,stress_score,workout_freq,bmr,tdee,target_calories,target_protein,target_carbs,target_fat
30,female,148.4,65.9,60.0,weight_loss,sedentary,non_vegetarian,6.3,9,5,1275.7,1530.9,1200.0,143.6,81.5,33.3
26,female,157.9,68.5,61.7,weight_loss,moderate,vegetarian,5.7,1,4,1380.7,2140.1,1655.5,148.4,162.0,46.0
41,male,165.9,88.2,82.2,weight_loss,moderate,vegetarian,8.2,5,5,1719.5,2665.2,2203.6,191.1,222.1,61.2
28,female,165.4,76.4,77.5,endurance,sedentary,non_vegetarian,7.4,3,2,1496.1,1795.3,2047.5,125.5,243.0,63.7
18,female,168.7,63.2,64.5,endurance,sedentary,vegetarian,7.7,3,1,1435.9,1723.0,1927.2,119.3,227.5,60.0
30,male,174.8,94.7,96.1,endurance,moderate,vegan,6.7,4,5,1894.3,2936.2,3128.3,162.3,400.9,97.3
18,female,160.2,66.1,59.5,weight_loss,light,vegetarian,5.9,3,6,1412.0,1941.5,1494.6,140.0,140.3,41.5
36,female,157.0,93.8,95.3,endurance,light,vegan,7.7,8,3,1578.8,2170.8,2389.6,176.7,253.5,74.3
42,male,174.8,85.5,85.5,maintenance,moderate,non_vegetarian,7.6,1,6,1742.1,2700.2,2768.2,148.6,349.7,86.1
42,male,184.5,90.2,87.1,weight_loss,very_active,keto,5.5,3,4,1850.0,3515.0,2986.5,186.7,37.3,232.3
24,female,165.3,75.2,76.3,endurance,very_active,vegetarian,5.8,1,6,1504.3,2858.1,3037.7,135.0,411.8,94.5
40,female,173.2,53.0,40.1,weight_loss,moderate,keto,6.8,3,6,1251.3,1939.6,1403.4,87.7,17.5,109.2
28,male,178.5,70.7,56.5,weight_loss,active,vegan,6.3,1,3,1686.9,2910.0,2507.7,150.8,319.3,69.7
34,female,163.3,46.8,55.5,muscle_gain,sedentary,vegan,8.9,6,1,1157.2,1388.6,1670.0,96.7,216.4,46.4
32,female,148.1,76.2,74.2,endurance,very_active,non_vegetarian,7.7,2,3,1366.0,2595.3,2782.1,144.4,356.3,86.6
62,female,179.2,61.8,69.4,muscle_gain,very_active,non_vegetarian,7.9,10,2,1266.9,2407.2,2748.4,134.1,381.3,76.3
39,male,189.6,55.1,59.9,muscle_gain,sedentary,non_vegetarian,6.3,9,6,1545.8,1855.0,2086.8,119.6,271.6,58.0
23,female,167.1,70.0,77.8,muscle_gain,sedentary,vegan,5.5,7,6,1467.9,1761.4,2179.2,158.5,250.2,60.5
18,male,157.5,90.0,90.0,maintenance,active,keto,6.5,9,4,1799.3,3103.8,3026.7,189.2,37.8,235.4
18,female,164.0,73.5,73.5,maintenance,very_active,vegetarian,6.3,5,4,1509.3,2867.6,2857.1,137.1,377.1,88.9
25,female,161.9,59.6,59.6,maintenance,sedentary,keto,6.2,2,5,1321.3,1585.6,1521.4,95.1,19.0,118.3
22,male,180.2,82.5,91.9,muscle_gain,active,vegetarian,6.7,2,6,1846.1,3184.5,3552.3,169.9,496.1,98.7
20,male,174.5,47.5,34.8,weight_loss,active,keto,7.6,6,3,1471.1,2537.7,2048.6,128.0,25.6,159.3
44,male,164.2,69.8,55.3,weight_loss,active,non_vegetarian,8.4,9,2,1509.3,2603.5,2124.2,157.0,241.3,59.0
42,male,172.4,68.3,68.6,endurance,sedentary,keto,5.8,1,1,1555.7,1866.8,1944.7,121.5,24.3,151.3
31,female,177.3,67.3,67.3,maintenance,sedentary,non_vegetarian,8.3,1,3,1465.4,1758.4,1757.3,108.9,207.3,54.7
33,female,162.9,54.2,44.5,weight_loss,sedentary,vegetarian,6.8,2,5,1234.7,1481.6,1200.0,113.2,111.9,33.3
32,female,163.1,52.3,58.5,muscle_gain,very_active,vegetarian,7.0,10,5,1221.5,2320.8,2775.2,111.9,408.4,77.1
36,male,171.6,92.0,92.0,maintenance,sedentary,keto,7.3,10,2,1817.6,2181.1,2148.6,134.3,26.9,167.1
22,male,169.9,53.2,43.1,weight_loss,sedentary,vegetarian,8.7,3,6,1489.1,1786.9,1305.1,119.8,124.8,36.3
18,female,154.4,40.0,40.0,maintenance,active,keto,8.0,8,2,1104.9,1906.0,1901.1,118.8,23.8,147.9
28,male,173.4,63.4,67.3,muscle_gain,sedentary,vegetarian,7.3,6,3,1582.7,1899.2,2170.1,137.9,269.0,60.3
34,male,171.6,82.4,89.6,muscle_gain,active,vegan,8.9,9,5,1731.8,2987.3,3248.7,172.0,437.2,90.2
31,male,186.4,86.2,78.1,weight_loss,light,vegetarian,6.2,4,1,1877.2,2581.2,2055.4,177.5,207.9,57.1
32,female,161.3,64.1,71.3,muscle_gain,active,keto,6.7,10,5,1328.2,2291.1,2615.3,163.5,32.7,203.4
28,female,164.5,52.1,52.1,maintenance,active,vegan,7.1,1,4,1247.8,2152.5,2086.9,85.9,289.8,64.9
18,male,163.2,61.0,52.4,weight_loss,light,non_vegetarian,7.2,6,6,1544.6,2123.8,1631.5,125.9,180.1,45.3
21,female,166.6,64.4,73.2,muscle_gain,active,non_vegetarian,5.5,6,1,1419.4,2448.4,2633.2,128.9,364.9,73.1
36,male,182.5,64.1,68.5,muscle_gain,moderate,keto,7.5,6,1,1606.4,2489.9,2875.7,179.7,35.9,223.7
21,male,176.8,60.3,64.5,muscle_gain,light,vegan,8.0,6,5,1607.9,2210.8,2423.0,136.6,317.7,67.3
26,male,175.0,72.4,76.6,muscle_gain,light,vegetarian,5.9,3,4,1693.1,2328.1,2582.9,150.5,333.9,71.7
26,male,178.2,77.4,77.4,maintenance,light,vegan,6.8,6,6,1762.2,2423.0,2436.3,134.4,304.1,75.8
23,male,185.4,61.5,60.1,endurance,sedentary,vegetarian,8.3,4,5,1663.9,1996.7,2228.8,115.5,285.8,69.3
41,female,166.4,61.6,61.6,maintenance,moderate,keto,8.9,4,1,1289.5,1998.7,1967.0,122.9,24.6,153.0
40,male,164.6,64.4,64.4,maintenance,light,vegan,7.7,5,2,1478.0,2032.3,2008.1,107.8,253.6,62.5
42,female,165.7,52.4,60.9,muscle_gain,sedentary,keto,7.7,3,5,1188.2,1425.8,1759.3,110.0,22.0,136.8
23,female,158.0,75.7,75.7,maintenance,active,keto,6.1,6,5,1469.2,2534.3,2430.0,151.9,30.4,189.0
46,female,168.8,77.1,77.4,endurance,active,vegan,8.3,1,2,1434.9,2475.2,2638.0,138.1,336.7,82.1
28,male,164.5,70.7,76.5,muscle_gain,active,non_vegetarian,8.6,10,2,1599.9,2759.8,3155.9,147.9,443.8,87.7
42,female,155.2,59.6,59.6,maintenance,very_active,vegetarian,5.8,8,5,1195.5,2271.4,2261.0,97.8,309.3,70.3
18,female,167.1,55.3,61.6,muscle_gain,very_active,vegetarian,7.0,8,4,1346.7,2558.8,2891.8,120.9,421.4,80.3
25,female,157.5,63.9,63.9,maintenance,active,vegan,5.6,8,2,1337.4,2307.0,2292.0,107.5,305.1,71.3
26,female,157.9,67.8,61.3,weight_loss,moderate,vegetarian,7.4,2,3,1374.2,2130.0,1710.9,145.8,175.1,47.5
31,male,184.0,58.5,51.2,weight_loss,sedentary,vegetarian,6.7,6,3,1585.2,1902.2,1408.8,126.6,137.6,39.1
19,female,152.7,55.1,55.1,maintenance,light,non_vegetarian,8.1,9,3,1249.4,1717.9,1779.4,104.7,215.5,55.4
39,male,177.9,56.5,56.5,maintenance,moderate,vegan,6.9,7,5,1487.6,2305.7,2292.2,103.7,308.9,71.3
33,male,177.4,52.2,53.7,endurance,very_active,non_vegetarian,8.0,4,4,1470.6,2794.2,2914.3,87.1,437.4,90.7
29,male,180.3,47.3,48.5,endurance,active,vegan,6.2,7,2,1459.4,2517.4,2704.2,80.1,406.7,84.1
31,female,168.9,72.3,71.8,endurance,very_active,vegetarian,5.9,1,4,1463.1,2779.8,3031.9,128.2,417.6,94.3
22,female,149.6,59.3,59.3,maintenance,light,keto,7.0,7,6,1257.1,1728.5,1780.5,111.3,22.3,138.5
43,female,168.0,69.2,69.2,maintenance,very_active,vegetarian,5.6,3,2,1365.4,2594.2,2623.7,122.5,349.8,81.6
24,female,162.1,84.0,85.8,endurance,active,non_vegetarian,6.9,8,1,1572.3,2712.3,2830.0,136.0,373.5,88.0
46,female,160.7,79.9,78.6,endurance,moderate,vegetarian,6.1,10,4,1412.7,2189.7,2288.8,144.0,268.0,71.2
35,male,170.1,58.2,67.6,muscle_gain,light,vegetarian,6.2,5,6,1475.0,2028.2,2393.7,123.1,325.7,66.5
40,male,169.2,57.0,57.1,endurance,sedentary,vegan,8.5,7,4,1432.9,1719.5,1914.2,94.1,250.4,59.6
29,male,180.4,91.3,82.6,weight_loss,light,keto,5.7,4,2,1900.4,2613.0,2109.2,131.8,26.4,164.0
48,male,177.8,73.2,73.2,maintenance,active,keto,6.1,10,3,1607.7,2773.3,2639.2,164.9,33.0,205.3
27,male,173.3,91.4,89.4,endurance,moderate,non_vegetarian,5.7,7,5,1867.6,2894.8,3137.8,150.2,414.6,97.6
18,male,177.4,87.4,87.4,maintenance,very_active,keto,7.1,10,1,1897.6,3605.5,3770.8,235.7,47.1,293.3
38,male,182.1,78.8,78.8,maintenance,active,vegan,8.0,5,4,1741.5,3004.0,3039.0,142.6,404.5,94.5
42,male,165.3,73.1,74.7,endurance,light,non_vegetarian,7.1,3,6,1559.4,2144.2,2289.9,133.0,279.3,71.2
33,male,185.8,69.6,71.1,endurance,sedentary,non_vegetarian,8.6,9,3,1697.9,2037.5,2077.1,114.7,259.2,64.6
25,male,183.3,85.5,95.4,muscle_gain,active,keto,7.4,6,1,1880.9,3244.6,3640.8,227.6,45.5,283.2
27,male,165.8,85.2,85.2,maintenance,active,keto,6.1,4,5,1758.2,3032.9,2957.0,184.8,37.0,230.0
51,male,180.6,69.9,70.5,endurance,sedentary,vegetarian,7.1,6,6,1577.2,1892.7,2054.3,126.0,243.8,63.9
29,female,161.3,77.4,80.5,muscle_gain,active,vegetarian,8.7,6,6,1476.3,2546.6,2912.8,157.5,388.7,80.9
22,female,176.2,64.6,62.9,endurance,active,vegetarian,8.0,8,2,1476.4,2546.7,2810.1,116.1,389.8,87.4
23,female,165.5,67.7,67.7,maintenance,light,non_vegetarian,7.6,3,3,1436.0,1974.5,1862.5,125.3,210.0,57.9
50,male,186.3,72.4,73.1,endurance,light,vegetarian,6.5,8,3,1643.9,2260.4,2379.0,116.1,312.1,74.0
33,male,176.7,83.0,89.1,muscle_gain,sedentary,non_vegetarian,7.7,9,6,1774.1,2129.0,2493.2,167.2,300.2,69.3
35,male,187.6,86.0,84.2,endurance,moderate,keto,5.5,7,2,1861.9,2885.9,2988.8,186.8,37.4,232.5
43,male,189.1,122.1,122.1,maintenance,light,non_vegetarian,7.0,1,3,2193.3,3015.8,2914.2,198.7,325.8,90.7
32,male,159.3,85.7,73.1,weight_loss,light,vegetarian,6.1,3,1,1698.3,2335.2,1805.0,192.8,145.7,50.1
49,female,157.6,43.7,34.0,weight_loss,moderate,vegan,6.2,9,4,1016.2,1575.0,1200.0,89.9,135.2,33.3
18,female,168.3,40.0,35.7,weight_loss,light,non_vegetarian,5.6,6,1,1192.8,1640.1,1200.0,83.9,141.2,33.3
18,female,160.8,83.7,87.2,muscle_gain,active,non_vegetarian,7.8,6,1,1590.9,2744.4,3127.9,187.9,398.6,86.9
21,male,175.8,78.3,86.7,muscle_gain,active,vegan,9.0,9,5,1781.0,3072.2,3470.7,168.3,482.5,96.4
18,male,180.7,40.1,40.1,maintenance,sedentary,vegan,7.9,3,3,1446.0,1735.2,1702.4,76.0,230.4,53.0
25,male,181.1,78.3,78.3,maintenance,active,vegetarian,7.6,10,4,1794.8,3096.1,2965.5,133.2,400.5,92.3
20,female,164.4,63.1,67.7,muscle_gain,very_active,vegetarian,8.6,5,2,1397.0,2654.2,2952.0,137.9,415.6,82.0
25,female,167.9,57.8,61.2,muscle_gain,very_active,vegetarian,6.5,3,4,1341.1,2548.1,2890.4,122.1,419.8,80.3
51,male,164.6,52.1,40.2,weight_loss,light,keto,6.7,5,3,1299.6,1786.9,1317.1,82.3,16.5,102.4
23,male,173.5,67.1,66.0,endurance,moderate,vegetarian,6.7,4,5,1644.7,2549.3,2727.9,122.1,368.9,84.9
45,male,182.4,90.1,96.8,muscle_gain,light,keto,6.1,1,1,1820.8,2503.6,2732.4,170.8,34.2,212.5
18,female,143.1,54.3,43.7,weight_loss,light,vegetarian,6.2,2,2,1186.4,1631.3,1200.0,110.9,114.2,33.3
35,male,174.2,77.7,83.7,muscle_gain,very_active,vegetarian,6.1,4,2,1695.8,3222.0,3498.2,166.3,489.5,97.2
32,female,168.4,44.6,49.7,muscle_gain,very_active,non_vegetarian,8.9,4,3,1177.4,2237.0,2610.2,96.9,392.5,72.5
39,female,160.1,72.4,64.9,weight_loss,moderate,keto,7.1,7,5,1368.7,2121.4,1758.4,109.9,22.0,136.8
28,female,165.8,55.1,63.4,muscle_gain,active,vegetarian,5.8,5,5,1286.4,2219.0,2583.0,117.3,366.9,71.8
34,male,177.6,63.7,69.9,muscle_gain,moderate,keto,7.1,7,5,1582.0,2452.1,2819.4,176.2,35.2,219.3
44,female,166.1,75.5,63.9,weight_loss,moderate,non_vegetarian,8.7,1,1,1412.8,2189.9,1677.8,155.4,159.2,46.6
37,female,165.0,52.6,54.4,endurance,active,keto,8.9,6,4,1210.9,2088.7,2310.6,144.4,28.9,179.7
20,female,158.6,66.3,66.3,maintenance,very_active,vegetarian,5.6,2,4,1392.8,2646.3,2669.9,114.2,366.3,83.1
18,male,184.4,86.0,94.4,muscle_gain,active,vegan,6.7,8,6,1927.8,3325.4,3597.7,191.4,483.2,99.9
18,female,162.0,58.6,46.8,weight_loss,active,keto,6.3,1,3,1347.9,2325.1,1831.3,114.5,22.9,142.4
26,male,159.9,72.6,82.2,muscle_gain,moderate,keto,6.0,4,5,1600.3,2480.4,2804.5,175.3,35.1,218.1
36,male,170.4,101.5,90.8,weight_loss,sedentary,vegetarian,6.9,10,1,1905.1,2286.1,1683.7,230.9,84.7,46.8
43,male,174.2,90.0,89.0,endurance,light,keto,6.6,9,6,1779.1,2446.3,2652.6,165.8,33.2,206.3
41,female,160.3,50.8,50.8,maintenance,active,vegetarian,7.5,6,2,1144.0,1973.3,2057.4,82.9,287.5,64.0
28,female,164.6,78.8,81.8,muscle_gain,active,vegan,7.2,2,1,1515.6,2614.4,2872.7,161.6,377.0,79.8
35,female,158.9,62.4,61.1,endurance,moderate,keto,6.8,3,2,1281.1,1985.7,2190.4,136.9,27.4,170.4
18,female,157.5,80.2,86.4,muscle_gain,very_active,vegetarian,6.1,1,6,1535.8,2918.0,3354.9,180.0,449.0,93.2
29,male,177.9,73.9,80.0,muscle_gain,moderate,keto,8.7,2,6,1711.0,2652.0,3124.2,195.3,39.1,243.0
27,male,177.9,94.0,86.5,weight_loss,moderate,vegetarian,6.7,10,2,1922.0,2979.2,2421.3,195.8,258.1,67.3
45,female,152.3,83.6,81.8,endurance,sedentary,vegetarian,5.5,10,1,1401.3,1681.6,1860.6,152.6,182.3,57.9
27,male,160.9,71.6,77.2,muscle_gain,very_active,vegetarian,8.9,5,4,1591.8,3024.5,3269.2,154.4,458.6,90.8
23,female,162.0,75.5,75.5,maintenance,very_active,keto,6.7,6,3,1491.7,2834.2,2851.8,178.2,35.6,221.8
33,male,167.2,65.7,65.7,maintenance,active,keto,7.6,6,3,1541.9,2659.8,2803.3,175.2,35.0,218.0
22,male,189.2,74.6,62.9,weight_loss,active,keto,8.6,3,1,1823.8,3146.0,2646.2,165.4,33.1,205.8
40,male,186.2,76.4,76.4,maintenance,light,vegan,7.9,8,5,1733.1,2383.0,2355.2,132.6,291.3,73.3
29,female,165.4,74.7,77.8,muscle_gain,sedentary,vegan,5.7,6,6,1474.5,1769.4,2119.7,157.5,239.9,58.9
36,female,174.5,68.6,74.4,muscle_gain,very_active,keto,7.6,2,3,1435.2,2726.9,3105.6,194.1,38.8,241.5
18,female,144.6,68.7,67.9,endurance,sedentary,keto,6.2,3,5,1339.3,1607.1,1802.0,112.6,22.5,140.2
24,male,177.9,77.2,82.3,muscle_gain,active,vegetarian,7.4,8,2,1768.7,3051.0,3516.1,170.0,489.2,97.7
30,female,157.8,75.9,70.0,weight_loss,active,non_vegetarian,8.8,2,1,1433.9,2473.5,1960.6,155.7,211.8,54.5
35,female,159.7,56.2,42.4,weight_loss,light,vegan,6.3,5,6,1223.9,1682.8,1200.0,125.3,99.8,33.3
30,female,166.4,60.8,56.7,weight_loss,light,keto,7.9,4,5,1336.5,1837.7,1264.0,79.0,15.8,98.3
25,male,182.4,73.8,73.8,maintenance,active,keto,7.8,9,4,1758.1,3032.7,3010.2,188.1,37.6,234.1
39,male,170.3,56.4,61.4,muscle_gain,moderate,vegetarian,6.7,10,2,1438.4,2229.5,2567.1,114.7,366.6,71.3
25,male,168.3,75.5,75.5,maintenance,light,vegan,7.5,1,3,1687.1,2319.8,2354.0,142.4,281.4,73.2
29,male,178.5,103.4,108.6,muscle_gain,active,keto,6.8,3,5,2009.2,3465.9,3776.7,236.0,47.2,293.7
32,male,171.9,66.2,56.7,weight_loss,active,vegetarian,6.0,5,2,1581.0,2727.3,2188.2,141.5,268.8,60.8
25,female,165.5,92.2,90.8,endurance,light,vegan,8.3,1,5,1670.4,2296.8,2443.1,165.9,273.9,76.0
25,female,162.6,68.7,68.7,maintenance,very_active,vegetarian,8.5,10,4,1417.5,2693.2,2714.5,115.6,372.9,84.5
42,male,156.6,44.6,42.8,endurance,moderate,keto,8.3,3,6,1219.5,1890.2,2059.1,128.7,25.7,160.2
40,male,163.5,40.0,49.0,muscle_gain,sedentary,non_vegetarian,6.5,3,1,1185.6,1422.8,1803.2,88.7,249.4,50.1
32,female,155.4,52.2,52.2,maintenance,active,keto,9.0,7,4,1171.8,2021.3,1962.5,122.7,24.5,152.6
31,male,171.0,84.9,84.9,maintenance,moderate,non_vegetarian,7.4,2,2,1767.9,2740.2,2505.5,153.7,297.4,77.9
21,female,155.1,60.9,50.0,weight_loss,moderate,keto,7.5,8,6,1312.7,2034.7,1509.9,94.4,18.9,117.4
37,female,150.0,64.5,64.5,maintenance,light,non_vegetarian,8.1,1,3,1236.9,1700.7,1729.2,107.4,203.8,53.8
48,male,172.1,82.5,90.3,muscle_gain,active,keto,6.1,1,1,1666.3,2874.4,3049.9,190.6,38.1,237.2
18,female,168.9,63.9,62.4,endurance,light,vegetarian,6.7,7,2,1444.0,1985.6,2262.8,112.1,295.2,70.4
18,female,166.6,86.4,91.1,muscle_gain,sedentary,vegetarian,7.9,3,6,1654.8,1985.7,2365.1,185.5,257.9,65.7
32,female,163.1,45.1,38.8,weight_loss,active,keto,7.8,6,1,1149.6,1983.1,1543.4,96.5,19.3,120.0
23,male,180.0,56.1,47.2,weight_loss,sedentary,vegetarian,7.3,1,5,1576.4,1891.7,1342.4,123.5,128.2,37.3
44,female,160.6,81.4,81.4,maintenance,sedentary,non_vegetarian,9.0,7,3,1436.9,1724.3,1720.3,139.6,170.1,53.5
18,male,183.1,69.7,58.1,weight_loss,moderate,vegetarian,7.4,7,6,1757.0,2723.4,2270.0,157.4,268.1,63.1
30,male,163.7,80.3,78.6,endurance,very_active,keto,8.4,9,6,1680.8,3193.6,3617.2,226.1,45.2,281.3
34,male,175.5,93.1,102.1,muscle_gain,sedentary,non_vegetarian,5.5,8,3,1862.7,2235.2,2601.5,205.6,282.1,72.3
32,male,167.3,81.3,70.5,weight_loss,light,non_vegetarian,6.4,1,1,1703.2,2341.8,1899.1,164.7,191.3,52.8
21,male,187.4,76.7,76.7,maintenance,moderate,non_vegetarian,8.8,1,2,1838.4,2849.5,2773.6,132.5,366.7,86.3
39,female,161.0,73.1,62.2,weight_loss,very_active,vegan,7.5,6,5,1381.3,2624.6,2106.0,156.0,238.9,58.5
29,female,166.5,67.5,72.2,muscle_gain,sedentary,vegetarian,6.5,4,2,1409.3,1691.1,1918.9,138.8,221.0,53.3
18,male,183.4,76.2,76.2,maintenance,moderate,non_vegetarian,7.0,9,3,1823.0,2825.6,2781.2,138.6,362.1,86.5
18,female,155.4,40.0,39.8,endurance,light,keto,8.8,7,6,1117.9,1537.1,1731.8,108.2,21.6,134.7
24,male,168.3,77.0,87.0,muscle_gain,sedentary,vegan,6.2,6,5,1707.1,2048.6,2424.8,170.1,284.5,67.4
50,male,163.9,94.2,96.2,endurance,light,vegan,5.6,10,2,1721.7,2367.4,2642.3,163.0,312.6,82.2
22,male,177.6,71.6,71.6,maintenance,sedentary,vegetarian,6.9,6,6,1721.1,2065.3,2076.8,129.3,244.6,64.6
45,male,180.8,85.1,85.1,maintenance,moderate,vegan,8.3,5,1,1761.5,2730.3,2695.1,139.9,345.3,83.8
18,male,174.3,94.9,96.7,endurance,light,keto,8.2,2,2,1953.5,2686.1,2753.8,172.1,34.4,214.2
19,female,163.9,52.2,53.0,endurance,sedentary,vegan,7.4,10,1,1290.1,1548.1,1706.6,97.1,210.1,53.1
25,male,165.1,64.4,68.7,muscle_gain,moderate,keto,8.3,9,5,1555.3,2410.8,2819.0,176.2,35.2,219.3
18,female,151.8,56.4,55.4,endurance,very_active,non_vegetarian,8.0,3,2,1262.2,2398.3,2655.3,101.9,376.1,82.6
28,female,159.7,64.5,64.5,maintenance,sedentary,vegan,6.4,10,4,1342.7,1611.3,1526.9,116.9,158.0,47.5
34,female,165.7,59.1,67.7,muscle_gain,active,vegan,6.5,7,5,1295.4,2234.6,2662.6,127.1,372.0,74.0
18,male,185.0,80.2,80.2,maintenance,sedentary,vegan,6.6,2,6,1873.0,2247.6,2224.9,138.1,262.4,69.2
29,male,175.1,95.1,90.1,weight_loss,light,vegetarian,8.1,9,4,1905.5,2620.0,2051.6,191.8,192.8,57.0
22,male,184.3,69.7,69.6,endurance,very_active,non_vegetarian,9.0,9,6,1743.4,3312.5,3607.4,122.3,527.1,112.2
46,male,172.8,87.5,89.1,endurance,sedentary,non_vegetarian,8.0,9,6,1730.3,2076.4,2197.6,159.6,235.9,68.4
37,female,164.4,69.7,77.0,muscle_gain,very_active,vegetarian,7.9,9,2,1378.2,2618.7,2911.2,159.6,386.2,80.9
18,male,180.0,49.1,39.9,weight_loss,moderate,non_vegetarian,7.0,7,2,1531.3,2373.5,1855.7,112.2,235.9,51.5
39,female,164.3,87.4,74.4,weight_loss,moderate,non_vegetarian,8.5,5,3,1544.9,2394.7,1952.9,197.1,169.2,54.2
23,female,163.2,63.4,63.4,maintenance,moderate,non_vegetarian,7.7,7,2,1378.3,2136.3,2034.9,101.5,264.8,63.3
20,female,159.1,40.0,36.3,weight_loss,active,keto,5.5,8,3,1128.9,1947.3,1449.4,90.6,18.1,112.7
27,female,151.3,68.9,68.9,maintenance,sedentary,vegetarian,8.0,7,3,1338.1,1605.7,1640.2,117.5,177.8,51.0
32,male,173.4,86.3,80.9,weight_loss,active,keto,7.4,3,4,1791.6,3090.5,2643.4,165.2,33.0,205.6
33,male,169.4,81.9,83.0,endurance,sedentary,non_vegetarian,7.1,6,3,1717.5,2061.0,2342.1,137.2,284.3,72.9
24,female,177.7,57.7,56.1,endurance,light,vegan,8.4,3,2,1406.5,1933.9,2136.0,99.9,284.5,66.5
23,female,164.6,43.1,44.6,endurance,sedentary,vegan,5.9,5,1,1183.5,1420.1,1593.6,78.1,208.7,49.6
19,male,177.1,91.9,93.5,endurance,active,vegan,6.2,8,6,1936.0,3339.6,3608.2,151.5,497.9,112.3
18,female,177.3,67.5,57.9,weight_loss,active,keto,8.3,3,3,1532.5,2643.6,2093.7,130.9,26.2,162.8
31,female,164.2,56.0,57.8,endurance,light,vegetarian,5.9,6,5,1270.4,1746.9,1958.4,102.9,249.7,60.9
23,male,172.8,68.4,74.4,muscle_gain,sedentary,vegan,5.5,8,3,1653.7,1984.4,2234.1,149.1,269.7,62.1
31,female,167.1,70.2,69.2,endurance,sedentary,keto,6.0,9,2,1430.1,1716.2,1963.3,122.7,24.5,152.7
33,male,171.7,89.8,89.8,maintenance,sedentary,vegan,6.4,7,2,1810.9,2173.1,2084.6,170.5,204.6,64.9
20,female,156.3,77.0,71.7,weight_loss,very_active,non_vegetarian,7.7,3,2,1485.2,2821.8,2387.5,173.7,274.0,66.3
34,male,184.6,65.7,70.6,muscle_gain,active,vegetarian,6.0,1,5,1645.5,2838.5,3221.8,135.2,468.9,89.5
28,male,182.8,76.4,68.5,weight_loss,sedentary,keto,6.6,4,2,1771.2,2125.5,1606.7,100.4,20.1,125.0
35,female,169.1,56.0,56.0,endurance,active,vegetarian,6.6,5,3,1280.9,2209.5,2405.1,100.4,332.6,74.8
19,female,145.5,66.4,66.4,maintenance,active,non_vegetarian,5.7,1,1,1317.5,2272.7,2314.2,112.6,303.9,72.0
32,male,160.4,73.1,73.1,maintenance,light,vegan,8.7,2,4,1578.4,2170.3,2025.9,127.3,237.4,63.0
43,male,167.3,95.6,95.6,maintenance,active,vegan,5.9,1,6,1791.5,3090.3,3177.9,162.5,409.5,98.9
20,male,166.9,82.9,82.9,maintenance,moderate,vegan,7.6,10,3,1777.4,2755.0,2685.2,151.1,332.3,83.5
31,male,172.1,53.1,53.1,maintenance,light,keto,5.8,2,2,1456.5,2002.7,1868.7,116.8,23.4,145.3
32,male,171.5,70.3,65.0,weight_loss,very_active,non_vegetarian,5.8,9,5,1619.5,3077.0,2630.8,150.0,343.2,73.1
41,female,161.1,59.9,59.9,maintenance,active,non_vegetarian,6.0,3,2,1240.0,2138.9,2171.0,105.4,285.5,67.5
18,female,164.6,70.6,70.6,maintenance,very_active,vegan,7.1,2,4,1483.7,2819.1,2876.6,131.9,385.9,89.5
18,male,169.9,65.7,64.4,endurance,active,vegetarian,8.9,5,1,1634.0,2818.6,3027.7,110.5,434.5,94.2
34,male,188.0,71.1,78.9,muscle_gain,active,keto,8.5,2,2,1720.5,2967.9,3268.4,204.3,40.9,254.2
41,female,165.1,79.2,78.8,endurance,very_active,keto,6.5,3,1,1457.8,2769.9,2995.6,187.2,37.4,233.0
18,male,165.3,56.3,65.5,muscle_gain,very_active,vegetarian,7.1,9,3,1511.1,2871.2,3285.1,126.0,489.9,91.3
41,female,175.9,74.1,81.0,muscle_gain,moderate,vegan,5.7,4,3,1474.8,2286.0,2727.9,152.0,359.4,75.8
24,male,166.7,89.9,94.8,muscle_gain,moderate,non_vegetarian,7.7,4,2,1826.2,2830.6,3220.4,201.1,402.6,89.5
31,male,179.1,82.5,75.6,weight_loss,moderate,vegan,8.6,5,6,1794.6,2781.7,2369.5,188.4,255.9,65.8
42,male,180.4,89.8,89.1,endurance,very_active,vegan,8.4,6,2,1820.6,3459.2,3715.6,145.2,523.6,115.6
25,female,168.3,47.3,54.1,muscle_gain,moderate,vegetarian,8.2,10,1,1238.5,1919.7,2341.5,108.5,330.6,65.0
18,female,165.0,53.9,53.9,maintenance,very_active,non_vegetarian,6.3,5,2,1318.8,2505.8,2547.4,99.4,359.0,79.3
29,female,151.8,69.0,77.1,muscle_gain,active,non_vegetarian,6.0,8,1,1333.5,2300.2,2604.3,147.0,341.4,72.3
38,female,163.0,68.7,77.4,muscle_gain,active,non_vegetarian,7.5,3,6,1355.3,2337.8,2610.6,141.0,348.5,72.5
24,female,159.8,74.3,60.7,weight_loss,moderate,non_vegetarian,7.9,4,1,1460.5,2263.8,1852.5,166.8,180.4,51.5
21,male,184.6,47.6,39.1,weight_loss,active,non_vegetarian,6.9,9,2,1530.1,2639.4,2062.8,104.4,282.4,57.3
20,male,165.2,55.8,52.6,weight_loss,active,keto,8.4,1,2,1495.7,2580.0,2105.8,131.6,26.3,163.8
27,male,179.0,87.7,73.4,weight_loss,moderate,non_vegetarian,8.3,1,1,1865.6,2891.7,2410.8,191.2,260.8,67.0
